best_fitness,function,encoding,crossover,mean,std,min
0.5095332250023757,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.015560304982450267,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.0036065315192700073,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.026340754326877002,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.017860512970079033,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.010332662450541097,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.6256557718115126,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.007182843780542689,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.0422656590955584,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.8297910704409542,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.09167346480279659,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.6218423106100701,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.18326956445448422,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.2517425517865778,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.19704237770425662,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.011287792554588135,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.028286993341060898,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.0272978826995291,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.007715593185083921,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.009871175254349874,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.0581169137336683,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.03165194727772884,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
1.2350186065494022,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.010991762371959446,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.09697526188844693,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.008196603712386884,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.012061864253690931,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.008031205769510592,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.012999141832531012,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.02224902426000962,bukin,real,arithmetic,0.16714837914740974,0.2981265451434932,0.0036065315192700073
0.006873577657190386,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.02428983536663754,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.02721427040959869,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.028184629007682118,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.004727531814558483,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.024402727857937886,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.0019395884654391223,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.022228499752655447,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.01653096673412014,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.006818165543489971,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.012198067562528543,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.06158732468181868,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.0063045495404429235,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.03413478942250852,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.009648924806878924,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.03126270846883872,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.003973789974041629,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.01099211789005015,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.039179022742194876,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.018998352533838758,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.013522479719279256,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.046665390089378485,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.0074063504196404065,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.02485471640874076,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.0325475858635961,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.0223310131353829,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.03848865402020481,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.01201936104107695,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.008323636425196438,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.009562558675501851,bukin,real,blx,0.020240372867681645,0.014317782546951142,0.0019395884654391223
0.3170378982245823,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.19177136963327007,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.32330906218331135,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.09869144568214672,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
6.293619178482964,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.2445470183475894,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.11991179564382975,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.3037212373583956,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.12051734520859761,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.2631332899591524,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.3823755644671857,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.19442549256876174,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.34622283220750144,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.4308171056573818,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.2771470468199838,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.28623193000783975,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.4007470923876269,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.24360788100487973,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.21043567374383526,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.36152543190029296,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.23221860612257939,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.25806555110697765,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.12530563099375863,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.24852525087153515,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.29745892467488017,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.3318326975166332,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.42526698816064945,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
1.7390611838914,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.33471101640366163,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.342292470932979,bukin,binary,one_point,0.5248178004054727,1.1252968760509285,0.09869144568214672
0.8078780837917829,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.09633018526161743,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.30311809134390216,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.2603078830244471,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.26033819555261617,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.5034811998018944,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.27242135660660544,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.202479973015277,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.2195844140516266,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.2192872931211251,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.11008904633441913,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.24890779651543948,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.7047650405545041,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
1.368408064891721,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.12572835699276905,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.20515420473879842,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.10363581667026127,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.8534742193541829,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.25036355427437423,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.17931831864152226,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.42847043676988766,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
3.1621736340012427,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.40297663960241614,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.336579527842145,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.34255699798618555,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.33753721838245043,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.6742850016332479,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
1.0375571958632228,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.7047650405545041,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
0.6674651920509947,bukin,binary,two_point,0.5129812659741728,0.5859960537418524,0.09633018526161743
-0.9362172549777693,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9333910251474207,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9362453208349438,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9362451514732176,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9869337593568165,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9362447930543406,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9186439550629679,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9362416827127399,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9362453278079276,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9359615633235939,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9358455908625657,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9358273682474276,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9297259971706039,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9361187135596034,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9249823550010431,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9340967892822549,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9350268551636215,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.7622567390015799,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9362453270416012,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.8662456038141793,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.7857513346523584,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9362453278079417,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.8977332747489832,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.7752384486007813,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.93591933524606,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9348779611922351,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9344123791195409,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9362386368221071,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.6796168370811412,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9357028463941125,drop_wave,real,arithmetic,-0.9080159184853825,0.06701693375678182,-0.9869337593568165
-0.9686700915270811,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9992497267086633,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.984386020799172,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079402,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9344158047745137,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.991425284683961,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079417,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9857255207298636,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079368,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079407,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079417,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079417,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9495444233496848,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9864824063019595,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079412,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079417,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9939759578233255,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9936122980857535,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453277998058,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079418,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9362453278079417,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.9462341517592039,drop_wave,real,blx,-0.9507460971628644,0.023452771586655565,-0.9992497267086633
-0.7857469992566039,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362371989785974,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9998312021961798,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.7857487574769223,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.93623640564448,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362451817688714,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.6194991898939576,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9998312021961798,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9998312021961798,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.7848574945310014,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.6194975600793406,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9631583425284639,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362448449827703,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.7857381113470735,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.7857136738380764,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.7857381113470735,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362433943624351,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9358735952660168,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362451235981222,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.785751322387349,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.7857487574769223,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362451235981222,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362324992560218,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.785751322387349,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362381746370615,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9358735952660168,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9998312021961798,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362453084590333,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.9362446892727928,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.7848768275815466,drop_wave,binary,one_point,-0.8742518804668914,0.1065605341015342,-0.9998312021961798
-0.7857503632768674,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362445726317625,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.7857507294330112,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.7857136738380764,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.47778263902881324,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362432989736778,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362447430037718,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.7857510756856677,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.785734027007838,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.6194992733856856,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362394048444562,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9231118693648406,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362451235981222,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9998312021961798,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362383455057589,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.7848768275815466,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362451235981222,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362450912331532,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.8335917099302428,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9998312021961798,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362394048444562,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.7857510433985239,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.7857489619051384,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362451235981222,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9998312021961798,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9362248857474509,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.7790979311897539,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.22971965506955327,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.9310930780966571,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
-0.7857507294330112,drop_wave,binary,two_point,-0.8387624103930873,0.16361083832038958,-0.9998312021961798
